AMC CODE|AMC NAME|BSE SCHEME CODE|SCHEME NAME|SCHEME ISIN|SCHEME TYPE|ASTP TRANSACTION MODE|ASTP IN MINIMUM INSTALLMENT AMOUNT|ASTP IN MAXIMUM INSTALLMENT AMOUNT|ASTP IN MULTIPLIER AMOUNT|ASTP OUT MINIMUM INSTALLMENT AMOUNT|ASTP OUT MAXIMUM INSTALLMENT AMOUNT|ASTP OUT MULTIPLIER AMOUNT|ASTP MINIMUM INSTALLMENT UNITS|ASTP MAXIMUM INSTALLMENT UNITS|ASTP MULTIPLIER UNITS|ASTP MINIMUM INSTALLMENT NUMBERS|ASTP MAXIMUM INSTALLMENT NUMBERS|ASTP Reg IN|ASTP Reg OUT|ASTP FREQUENCY|ASTP DATES|ASTP MINIMUM GAP|ASTP MAXIMUM GAP|ASTP INSTALLMENT GAP|ASTP STATUS|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN68MD-DP|BNP PARIBAS SHORT TERM FUND DIRECT PLAN MONTHLY DIVIDEND PAYOUT|INF251K01GF5|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDGFG1G-GR|HDFC GROWTH OPPORTUNITIES FUND - DIRECT GROWTH PLAN|INF179KA1RQ7|EQUITY|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|9999999.00|9999999.00|1.00|12|9999|Y|Y|WEEKLY||0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO16-DP|KOTAK BOND SCHEME PLAN A - QUARTERLY DIVIDEND PAYOUT|INF174K01EN8|DEBT|DP|500.00|99999999.00|1.00|500.00|99999999.00|1.00|999999.00|999999.00|999999.00|12|9999|Y|Y|DAILY||0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K123-GR|KOTAK EMERGING EQUITY SCHEME GROWTH|INF174K01DS9|EQUITY|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS861-DP|DSP HEALTHCARE FUND - DIRECT - DIVIDEND PAYOUT|INF740KA1LH9|EQUITY|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDACDPR-DR|HDFC SMALL CAP FUND - REGULAR PLAN - DIVIDEND RE-INVESTMENT OPTION|INF179KA1SB7|EQUITY|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|9999999.00|9999999.00|1.00|12|9999|Y|Y|WEEKLY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS802-GR|DSP BANKING AND PSU DEBT FUND - DIR - GROWTH|INF740K01ZW2|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSL43N-GR|ADITYA BIRLA SUN LIFE LOW DURATION FUND - GROWTH-REGULAR PLAN|INF209K01LQ0|DEBT|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|999999999.00|999999999.00|999999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS865-DP|DSP OVERNIGHT FUND - DIRECT PLAN - WEEKLY DIVIDEND PAYOUT|INF123BSE128|OVERNIGHT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDMAQ1D-DP|HDFC DYNAMIC PE RATIO FUND OF FUNDS - DIRECT PLAN - DIVIDEND (ERSTWHILE MORGAN STANLEY MULTI ASSET FUND)-DIVIDEND PAYOUT|INF179KA1SD3|FOF|DP|1000.00|999999999.00|100.00|1000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|MONTHLY|1,5,10,15,20,25|0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS803-DR|DSP BANKING AND PSU DEBT FUND - DIRECT PLAN - DAILY DIVIDEND REINVESTMENT|INF123BSE066|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDFCISWMR-DR-M|HDFC FLOATING RATE DEBT FUND - WHOLESALE OPTION - REGULAR PLAN -DIVIDEND MONTHLY REINVESTMENT REINVESTMENT|INF179K01723|DEBT|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|9999999.00|9999999.00|1.00|12|9999|Y|Y|WEEKLY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS865-DR|DSP OVERNIGHT FUND - DIRECT PLAN - WEEKLY DIVIDEND REINVESTMENT|INF123BSE129|OVERNIGHT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDMAQDD-DP|HDFC DYNAMIC PE RATIO FUND OF FUNDS - REGULAR PLAN - DIVIDEND (ERSTWHILE MORGAN STANLEY MULTI ASSET FUND)-DIVIDEND PAYOUT|INF179KA1SG6|FOF|DP|3000.00|999999999.00|100.00|3000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,5,10,15,20,25|0|90|1|1|
DSP_MF|DSP MUTUAL FUND|DS806-DR|DSP BANKING AND PSU DEBT FUND - DIR - MONTHLY DIVIDEND REINVESTMENT|INF740K01ZX0|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFXS136-DR-M|AXIS GILT FUND - REGULAR DIVIDEND OPTION REINVESTMENT|INF846K01CL9|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS866-GR|DSP NIFTY 50 INDEX FUND - DIRECT - GROWTH|INF740KA1MM7|EQUITY|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXIODM-DR|AXIS CREDIT RISK FUND - DIRECT PLAN MONTHLY DIVIDEND REINVESTMENT|INF846K01PN7|DEBT|DP|3000.00|999999999.00|1.00|3000.00|999999999.00|1.00|999999.00|999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,7,10,15,25|0|90|1|1|
DSP_MF|DSP MUTUAL FUND|DS713-DP|DSP SHORT TERM FUND - DIRECT PLAN - WEEKLY DIVIDEND PAYOUT|INF123BSE051|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFXS137-DP-H|AXIS GILT FUND - HALF YEARLY DIVIDEND OPTION PAYOUT|INF846K01AZ3|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS867-DP|DSP NIFTY 50 INDEX FUND - DIRECT - DIVIDEND PAYOUT|INF740KA1MN5|EQUITY|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F026-DR|FRANKLIN INDIA TECHNOLOGY FUND - DIVIDEND REINVESTMENT|INF090I01767|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
DSP_MF|DSP MUTUAL FUND|DS845-GR|DSP ARBITRAGE FUND - DIR - GROWTH|INF740KA1DN4|EQUITY|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICIAAP-GR|ICICI PRUDENTIAL PASSIVE STRATEGY FUND - GROWTH|INF109K01795|FOF|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS740-DP|DSP TAX SAVER FUND - DIRECT PLAN - DIVIDEND PAYOUT|INF740K01OL9|ELSS|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F036-GR|FRANKLIN INDIA PRIMA FUND-GROWTH|INF090I01809|EQUITY|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|DAILY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS846-DP|DSP ARBITRAGE FUND - DIR - DIVIDEND PAYOUT|INF740KA1DO2|EQUITY|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICIAAP-GR|ICICI PRUDENTIAL PASSIVE STRATEGY FUND - GROWTH|INF109K01795|FOF|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS743-DP|DSP ULTRA SHORT FUND - DIRECT PLAN - WEEKLY DIVIDEND PAYOUT|INF123BSE053|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F046-DP|FRANKLIN INDIA EQUITY HYBRID FUND - DIVIDEND PAYOUT|INF090I01825|BALANCED|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|DAILY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS576-GR|DSP ARBITRAGE FUND - REG - GROWTH|INF740KA1DI4|EQUITY|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICIAAPD-DR|ICICI PRUDENTIAL PASSIVE STRATEGY FUND - DIVIDEND REINVESTMENT|INF109K01803|FOF|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS800-DR|DSP LIQUIDITY FUND - DIRECT PLAN - DAILY DIVIDEND REINVESTMENT|INF123BSE064|LIQUID|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F048-DR|FRANKLIN INDIA OPPORTUNITIES FUND-DIVIDEND REINVESTMENT|INF090I01866|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
DSP_MF|DSP MUTUAL FUND|DS601-GR|DSP NIFTY NEXT 50 INDEX FUND - REGULAR - GROWTH|INF740KA1MD6|EQUITY|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICIACP-GR|ICICI PRUDENTIAL MODERATE FUND - GROWTH|INF109K01811|FOF|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
DSP_MF|DSP MUTUAL FUND|DS804-DP|DSP BANKING AND PSU DEBT FUND - DIRECT PLAN - WEEKLY DIVIDEND PAYOUT|INF123BSE067|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F303-DR|FRANKLIN ASIAN EQUITY FUND-DIVIDEND REINVESTMENT|INF090I01AA5|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|MONTHLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS601-GR|DSP NIFTY NEXT 50 INDEX FUND - REGULAR - GROWTH|INF740KA1MD6|EQUITY|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICIAMPD-DR|ICICI PRUDENTIAL ASSET ALLOCATOR FUND - DIVIDEND REINVESTMENT|INF109K01845|FOF|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|N|Y|DAILY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS806-DP|DSP BANKING AND PSU DEBT FUND - DIR - MONTHLY DIVIDEND PAYOUT|INF740K01ZX0|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F218-DP|FRANKLIN INDIA SMALLER COMPANIES FUND-DIVIDEND PAYOUT|INF090I01544|EQUITY|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|DAILY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS701-GR|DSP BOND FUND - DIRECT PLAN - GROWTH|INF740K01MZ3|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICIAVCP-GR|ICICI PRUDENTIAL DEBT MANAGEMENT FUND - GROWTH|INF109K01878|FOF|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS80-DR|DSP CREDIT RISK FUND - REGULAR PLAN - WEEKLY DIVIDEND REINVESTMENT|INF123BSE072|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F181-DR|FRANKLIN INDIA LIFE STAGE FUND OF FUNDS - THE 50S PLUS-DIVIDEND REINVESTMENT|INF090I01676|FOF|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|MONTHLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS701-GR|DSP BOND FUND - DIRECT PLAN - GROWTH|INF740K01MZ3|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI117-GR|ICICI PRUDENTIAL CHILD CARE FUND (GIFT PLAN)|INF109K01605|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS567-DP|DSP EQUITY SAVINGS FUND - REG - QUARTERLY - DIVIDEND PAYOUT|INF740KA1488|EQUITY|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K16-DR|KOTAK BOND SCHEME PLAN A - QUARTERLY DIVIDEND REINVESTMENT|INF174K01EN8|DEBT|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS703-DP|DSP BOND FUND - DIRECT PLAN - DIVIDEND PAYOUT|INF740K01NB2|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICIAVAP-GR|ICICI PRUDENTIAL THEMATIC ADVANTAGE FUND - GROWTH|INF109K01852|FOF|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
DSP_MF|DSP MUTUAL FUND|DS712-DP|DSP SHORT TERM FUND - DIRECT PLAN - DIVIDEND PAYOUT|INF740K01NK3|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTICOGPG-GR|UTI CREDIT RISK FUND - GROWTH|INF789F01QZ1|DEBT|DP|1000.00|999999.00|1.00|1000.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS30-DR|DSP BOND FUND - DIVIDEND REINVESTMENT|INF740K01565|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICIVAPDP-DP|ICICI PRUDENTIAL THEMATIC ADVANTAGE FUND - DIVIDEND PAYOUT|INF109K01FR2|FOF|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|N|Y|DAILY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS712-DR|DSP SHORT TERM FUND - DIRECT PLAN - DIVIDEND REINVESTMENT|INF740K01NK3|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|MBNP17MD-DR|BNP PARIBAS LOW DURATION FUND MONTHLY DIVIDEND REINVESTMENT|INF251K01DV9|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|6|9999|Y|Y|MONTHLY|1,7,15,25|0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS723-GR|DSP SAVINGS FUND - DIRECT PLAN - GROWTH|INF740K01NU2|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1779-DR|ICICI PRUDENTIAL FLOATING INTEREST FUND - OTHERS DIVIDEND REINVESTMENT|INF109K01WP1|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS712-DR|DSP SHORT TERM FUND - DIRECT PLAN - DIVIDEND REINVESTMENT|INF740K01NK3|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1589P-DP-W|ICICI PRUDENTIAL BANKING AND PSU DEBT FUND - WEEKLY DIVIDEND PAYOUT|INF109K01WR7|DEBT|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DS04-DR|DSP EQUITY & BOND FUND - REINVESTMENT DIVIDEND|INF740K01326|EQUITY|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1778-DR|ICICI PRUDENTIAL SAVINGS FUND - DIVIDEND OTHERS REINVESTMENT|INF109K01WN6|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|28-DP|HDFC DYNAMIC DEBT FUND - REGULAR PLAN - YEARLY DIVIDEND PAYOUT|INF179K01921|DEBT|DP|500.00|999999999.00|100.00|500.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICILFRAH-DR-H|ICICI PRUDENTIAL MEDIUM TERM BOND FUND - HALF YEARLY DIVIDEND REINVESTMENT|INF109K01B61|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
DSP_MF|DSP MUTUAL FUND|DS10-DR|DSP EQUITY FUND - REGULAR PLAN - REINVESTMENT DIVIDEND|INF740K01011|EQUITY|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFXS154-DR-Q|AXIS STRATEGIC BOND FUND - QUARTERLY DIVIDEND REINVESTMENT|INF846K01BS6|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|IFG-HDFC-DP|HDFC INCOME FUND - GROWTH OPTION|INF179K01962|DEBT|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|9999999.00|9999999.00|1.00|12|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1929-DP-H|ICICI PRUDENTIAL MEDIUM TERM BOND FUND - HALF YEARLY DIVIDEND PAYOUT|INF109K01B53|DEBT|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
