AMC CODE|AMC NAME|BSE SCHEME CODE|SCHEME NAME|SCHEME ISIN|SCHEME TYPE|ASWP TRANSACTION MODE|ASWP MINIMUM INSTALLMENT AMOUNT|ASWP MAXIMUM INSTALLMENT AMOUNT|ASWP MULTIPLIER AMOUNT|ASWP MINIMUM INSTALLMENT UNITS|ASWP MAXIMUM INSTALLMENT UNITS|ASWP MULTIPLIER UNITS|ASWP MINIMUM INSTALLMENT NUMBERS|ASWP MAXIMUM INSTALLMENT NUMBERS|ASWP FREQUENCY|ASWP DATES|ASWP MINIMUM GAP|ASWP MAXIMUM GAP|ASWP INSTALLMENT GAP|ASWP STATUS|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RELMIP-GR|RELIANCE HYBRID BOND FUND - GROWTH PLAN GROWTH OPTION|INF204K01FD1|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K11-DR|KOTAK BANKING AND PSU FUND - MONTHLY DIVIDEND REINVESTMENT|INF174K01FP0|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDATES|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F061-DP-Q|FRANKLIN INDIA CORPORATE DEBT FUND- PLAN B - QUARTERLY DIVIDEND PAYOUT|INF090I01DU7|DEBT|P|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RLJEAD-DR|RELIANCE JAPAN EQUITY FUND - DIRECT PLAN - DIVIDEND PLAN - DIVIDEND REINVESTMENT OPTION|INF204KA1SO9|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RELRSFDI-DR|RELIANCE CREDIT RISK FUND - QUARTERLY INSTITUTIONAL DIVIDEND REINVESTMENT|INF204K01FV3|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K194DP-DP|KOTAK CREDIT RISK FUND - ANNUAL DIVIDEND PAYOUT|INF174K01EG2|DEBT|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDAYS|MON,TUE,WED,THU,FRI|0|60|0|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F064-DR-M|FRANKLIN INDIA DEBT HYBRID FUND - PLAN A - MONTHLY DIVIDEND REINVESTMENT|INF090I01EC3|DEBT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KM36DP-DP|KOTAK EQUITY SAVINGS FUND - REGULAR PLAN - MONTHLY DIVIDEND PAYOUT|INF174K01C86|EQUITY|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDATES|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RELRSFB-GR|RELIANCE EQUITY HYBRID FUND GROWTH PLAN|INF204K01FW1|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
HSBCMUTUALFUND_MF|HSBC MUTUAL FUND|HSBCCFPMD-DR-M|HSBC CASH FUND - MONTHLY DIVIDEND REINVESTMENT|INF336L01BO5|LIQUID|DP|1000.0000|999999999.0000|1.0000|50.0000|999999.0000|1.0000|6|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F065-DP-Q|FRANKLIN INDIA DEBT HYBRID FUND - PLAN A - QUARTERLY DIVIDEND PAYOUT|INF090I01ED1|DEBT|P|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KM36DP-DP|KOTAK EQUITY SAVINGS FUND - REGULAR PLAN - MONTHLY DIVIDEND PAYOUT|INF174K01C86|EQUITY|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDAYS|MON|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RELRSFB-DR|RELIANCE EQUITY HYBRID FUND DIVIDEND PLAN DIVIDEND REINVESTMENT OPTION|INF204K01FY7|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSL296G-GR|ADITYA BIRLA SUN LIFE PURE VALUE FUND - GROWTH|INF209K01LF3|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|DAILY||0|60|0|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F036-GR|FRANKLIN INDIA PRIMA FUND-GROWTH|INF090I01809|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RLSDAR-DP|RELIANCE CREDIT RISK FUND - DIRECT DIVIDEND PLAN PAYOUT|INF204KA1WV6|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K133U-GR|KOTAK BLUECHIP FUND - GROWTH|INF174K01153|EQUITY|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|DAILY||0|60|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICIAVCP-GR|ICICI PRUDENTIAL DEBT MANAGEMENT FUND - GROWTH|INF109K01878|FOF|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDFCISWDM-DP|HDFC FLOATING RATE DEBT FUND - WHOLESALE OPTION - REGULAR PLAN - DIVIDEND MONTHLY PAYOUT|INF179K01715|DEBT|DP|100.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KM04G-GR|KOTAK EQUITY HYBRID - REGULAR PLAN GROWTH|INF174K01E92|HYBRID|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|DAILY||0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K134C-DR|KOTAK INDIA EQ CONTRA FUND - DIVIDEND REINVESTMENT|INF174K01252|EQUITY|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDATES|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1565-GR|ICICI PRUDENTIAL LIQUID FUND - GROWTH|INF109K01VQ1|LIQUID|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFXS135-GR|AXIS GILT FUND - GROWTH OPTION|INF846K01AX8|DEBT|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|4|9999|QUARTERLY|1,5,10,15,25|0|90|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC2556-GR|ICICI PRUDENTIAL EQUITY SAVINGS FUND CUMULATIVE|INF109KA14I5|EQUITY|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|62T-GR|HDFC CAPITAL BUILDER VALUE FUND - DIRECT PLAN - GROWTH OPTION|INF179K01VC4|EQUITY|DP|500.0000|999999999.0000|100.0000|999999.0000|999999.0000|999999.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1950-GR|ICICI PRUDENTIAL US BLUECHIP EQUITY FUND - GROWTH|INF109K01E35|EQUITY|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSL296G-GR|ADITYA BIRLA SUN LIFE PURE VALUE FUND - GROWTH|INF209K01LF3|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,10,14,20,21,28|0|90|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFXS137-DR-H|AXIS GILT FUND - HALF YEARLY DIVIDEND OPTION REINVESTMENT|INF846K01BB2|DEBT|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,5,10,15,25|0|60|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|02T-GR|HDFC EQUITY FUND - DIRECT PLAN - GROWTH OPTION|INF179K01UT0|EQUITY|DP|100.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1748-DR-Q|ICICI PRUDENTIAL ULTRA SHORT TERM FUND - QUARTERLY DIVIDEND REINVESTMENT|INF109K01TS1|DEBT|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|413-GR|FRANKLIN INDIA TECHNOLOGY FUND - DIRECT GROWTH|INF090I01FE6|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICIACP-GR|ICICI PRUDENTIAL MODERATE FUND - GROWTH|INF109K01811|FOF|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|30T-GR|HDFC MEDIUM TERM DEBT FUND - DIRECT PLAN GROWTH OPTION|INF179K01WI9|DEBT|DP|100.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFAFGP-GR|AXIS FOCUSED 25 FUND GROWTH|INF846K01CH7|EQUITY|P|1000.0000|10000.0000|100.0000|5.0000|50.0000|1.0000|2|10|DAILY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,31|0|15|20|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|CDPG-GR|RELIANCE ULTRA SHORT DURATION FUND - DIRECT GROWTH PLAN|INF204K01YH3|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICIAVAPD-DR|ICICI PRUDENTIAL THEMATIC ADVANTAGE FUND - DIVIDEND REINVESTMENT|INF109K01860|FOF|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|28T-DP|HDFC DYNAMIC DEBT FUND - DIRECT - YEARLY DIVIDEND PAYOUT|INF179K01WG3|DEBT|DP|500.0000|999999999.0000|100.0000|999999.0000|999999.0000|999999.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSL151IG-GR|ADITYA BIRLA SUN LIFE MONEY MANAGER FUND - GROWTH-REGULAR PLAN|INF209K01RV7|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|MONTHLY|1,7,10,14,20,21,28|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|CDPM-DR|RELIANCE ULTRA SHORT DURATION FUND - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT|INF204K01YJ9|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFAFDP-DR|AXIS FOCUSED 25 FUND DIVIDEND REINVESTMENT|INF846K01CJ3|EQUITY|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|4|9999|QUARTERLY|1,5,10,15,25|0|90|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|MTODT-DP|HDFC CORPORATE BOND FUND - DIRECT PLAN - QUARTERLY DIVIDEND PAYOUT OPTION|INF179K01XB2|DEBT|DP|500.0000|999999999.0000|100.0000|999999.0000|999999.0000|999999.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBI069G-GR|SBI MAGNUM MEDIUM DURATION FUND REGULAR GROWTH|INF200K01719|DEBT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|WEEKLYDATES|1,8,15,22|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|GLAM-GR|RELIANCE GILT SECURITIES FUND DIRECT PLAN DEFINED MATURITY DATE OPTION GROWTH|INF204K01E88|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFCFDP-DR|AXIS LIQUID FUND - MONTHLY DIVIDEND REINVESTMENT|INF846K01461|LIQUID|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,5,10,15,25|0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|USDD-DRD|MOTILAL OSWAL ULTRA SHORT TERM FUND - DIRECT-DAILY DIVIDEND REINVESTMENT OPTION|INF247L01346|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|WEEKLYDATES|1,7,14,21,28|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBI072SG-GR|SBI LIQUID FUND REGULAR GROWTH|INF200K01MA1|LIQUID|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|LQAQ-DR|RELIANCE MONEY MARKET FUND - DIRECT PLAN QUARTERLY DIVIDEND PLAN REINVESTMENT|INF204K01ZT5|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSL151IG-GR|ADITYA BIRLA SUN LIFE MONEY MANAGER FUND - GROWTH-REGULAR PLAN|INF209K01RV7|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,10,14,20,21,28|0|90|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|USDF-DRD|MOTILAL OSWAL ULTRA SHORT TERM FUND - DIRECT-FORTNIGHTLY DIVIDEND REINVESTMENT OPTION|INF247L01361|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|MONTHLY|1,7,14,21,28|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBI057G-GR|SBI OVERNIGHT FUND REGULAR GROWTH|INF200K01LQ9|OVERNIGHT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|MEAD-DR|RELIANCE CONSUMPTION FUND DIRECT PLAN DIVIDEND PLAN DIVIDEND REINVESTMENT|INF204K01G45|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSL151IG-GR|ADITYA BIRLA SUN LIFE MONEY MANAGER FUND - GROWTH-REGULAR PLAN|INF209K01RV7|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|DAILY||0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|USDM-DPD|MOTILAL OSWAL ULTRA SHORT TERM FUND - DIRECT-MONTHLY DIVIDEND PAYOUT OPTION|INF247L01395|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|WEEKLYDATES|1,7,14,21,28|0|60|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1567-DR-W|ICICI PRUDENTIAL LIQUID FUND - WEEKLY DIVIDEND REINVESTMENT|INF109K01VS7|LIQUID|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|NFAH-DP|RELIANCE INDEX FUND - NIFTY PLAN DIRECT PLAN HALF YEARLY - DIVIDEND PLAN DIVIDEND PAYOUT|INF204K01H44|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSL295D-DP|ADITYA BIRLA SUN LIFE SMALL CAP FUND DIV PAYOUT|INF209K01EO0|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|DAILY||0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|USDQ-DRD|MOTILAL OSWAL ULTRA SHORT TERM FUND - DIRECT-QUARTERLY DIVIDEND REINVESTMENT OPTION|INF247L01387|DEBT|DP|1500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,14,21,28|0|90|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1567-DR-W|ICICI PRUDENTIAL LIQUID FUND - WEEKLY DIVIDEND REINVESTMENT|INF109K01VS7|LIQUID|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|PHAD-DP|RELIANCE PHARMA FUND DIRECT PLAN DIVIDEND PLAN DIVIDEND PAYOUT|INF204K01I35|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBI069D-DR|SBI MAGNUM MEDIUM DURATION FUND REGULAR IDCW REINVESTMENT|INF200K01735|DEBT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
HSBCMUTUALFUND_MF|HSBC MUTUAL FUND|HEFD-DR|HSBC LARGE CAP EQUITY FUND - DIVIDEND REINVESTMENT DIRECT PLAN|INF336L01CL9|EQUITY|DP|500.0000|999999999.0000|1.0000|50.0000|999999.0000|1.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1573-DR-W|ICICI PRUDENTIAL MONEY MARKET FUND - WEEKLY DIVIDEND REINVESTMENT|INF109K01TZ6|DEBT|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|PHAG-GR|RELIANCE PHARMA FUND DIRECT PLAN GROWTH PLAN - GROWTH OPTION GROWTH|INF204K01I50|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBI069G-GR|SBI MAGNUM MEDIUM DURATION FUND REGULAR GROWTH|INF200K01719|DEBT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HD51N-DP|HDFC MONEY MARKET FUND- WEEKLY DIVIDEND PAYOUT|INF179KB1IH4|DEBT|P|500.0000|999999999.0000|100.0000|999999.0000|999999.0000|999999.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
SUNDARAMMUTUALFUND_MF|SUNDARAM MUTUAL FUND|SUN212-DR|SUNDARAM MEDIUM TERM BOND FUND REGULAR ANNUAL DIVIDEND REINVESTMENT|INF903J01FW0|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|MONTHLY|1,11,21|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|SCAG-GR|RELIANCE SMALL CAP FUND DIRECT PLAN GROWTH PLAN GROWTH|INF204K01K15|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBI072SG-GR|SBI LIQUID FUND REGULAR GROWTH|INF200K01MA1|LIQUID|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXBDWD-DP|AXIS BANKING & PSU DEBT FUND - REGULAR WEEKLY DIVIDEND PAYOUT|INF846K01CD6|DEBT|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|4|9999|QUARTERLY|1,5,10,15,25|0|90|0|1|
SUNDARAMMUTUALFUND_MF|SUNDARAM MUTUAL FUND|SUN212-DR|SUNDARAM MEDIUM TERM BOND FUND REGULAR ANNUAL DIVIDEND REINVESTMENT|INF903J01FW0|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|QUARTERLY|1,11,21|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|SDAD-DP|RELIANCE CREDIT RISK FUND - DIRECT QUARTERLY DIVIDEND PLAN PAYOUT|INF204K01A82|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
